season,series,city,country,year,month,day,round,group,num_skater,name,nationality,rank_in_group,start_position,time,qualification,rank_lap1,time_lap1,rank_lap2,time_lap2,rank_lap3,time_lap3,rank_lap4,time_lap4,rank_lap5,time_lap5,time_event
2013/2014,World Cup,Torino,ITA,2013,11,7,FinalB,1,196,Niels KERSTHOLT,NED,4,4,42.214,NA,4,7.32,4,9.03,4,8.41,4,8.57,4,8.89,2013.85
2013/2014,World Cup,Torino,ITA,2013,11,7,FinalA,1,122,HAMELIN Charles,CAN,1,1,40.91,NA,1,6.74,1,8.87,1,8.32,1,8.4,1,8.58,2013.85
2013/2014,World Cup,Torino,ITA,2013,11,7,FinalA,1,208,AN Victor,RUS,2,2,40.935,NA,2,6.85,2,8.84,2,8.24,2,8.46,2,8.55,2013.85
2013/2014,World Cup,Torino,ITA,2013,11,7,FinalA,1,124,Olivier JEAN,CAN,3,4,41.109,NA,4,7.08,4,8.82,4,8.36,3,8.29,3,8.56,2013.85
2013/2014,World Cup,Torino,ITA,2013,11,7,FinalA,1,210,Vladimir GRIGOREV,RUS,4,3,41.261,NA,3,6.96,3,8.88,3,8.23,4,8.49,4,8.71,2013.85
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,1,169,LIU Shaolin Sandor,HUN,1,4,44.915,Q,2,7.39,2,9.74,2,9.16,1,9.23,1,9.4,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,1,180,Satoshi SAKASHITA,JPN,2,3,45.706,Q,1,7.32,1,9.66,1,9.24,2,9.58,2,9.91,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,1,220,Teerit VONGKOVIT,THA,3,1,46.158,NA,3,7.43,3,9.74,3,9.5,3,9.61,3,9.88,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,1,231,Valentyn DANILOVSKYI,UKR,NA,2,NA,DNF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,2,132,COURNOYER Charle,CAN,1,1,41.736,Q,1,6.83,1,8.93,1,8.54,1,8.64,1,8.8,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,2,150,Jeremy MASSON,FRA,2,3,42.347,Q,2,6.95,2,9.01,2,8.61,2,8.84,2,8.94,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,2,209,Dawid RZEMIENIECKI,POL,3,4,43.964,q,4,7.18,3,9.36,3,9.05,3,9.1,3,9.28,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,2,193,LEE Han-Bin,KOR,4,2,80.688,NA,3,7.17,4,23.07,4,22.65,4,14.11,4,13.69,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,3,127,HAMELIN Charles,CAN,1,2,41.129,Q,2,6.91,1,8.74,1,8.29,1,8.53,1,8.66,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,3,204,Blake SKJELLERUP,NZL,2,3,42.748,Q,3,7.12,3,9.05,3,8.56,2,8.8,2,9.22,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,3,116,Mathias VOSTE,BEL,3,1,76.599,NA,1,6.87,2,9.18,2,8.57,3,9.05,3,42.93,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,4,234,Eduardo ALVAREZ,USA,1,2,43.027,Q,2,7.23,2,9.33,2,8.81,1,8.67,1,8.99,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,4,174,Anthony LOBELLO,ITA,2,1,43.194,Q,1,7.14,1,9.34,1,8.8,2,8.85,2,9.07,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,4,125,Kiril PANDOV,BUL,3,4,43.888,q,3,7.33,3,9.43,3,8.84,3,9.02,3,9.27,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,4,120,Aliaksandr ANTANENKA,BLR,4,3,44.443,NA,4,7.42,4,9.63,4,9.01,4,9.11,4,9.28,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,5,237,J R CELSKI,USA,1,1,41.688,Q,1,6.85,1,8.87,1,8.5,1,8.67,1,8.8,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,5,185,ZHUMAGAZIYEV Nurbergen,KAZ,2,3,42.728,Q,2,6.98,2,8.97,2,8.65,2,8.87,2,9.26,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,5,157,SCHUBERT Christoph,GER,3,2,44.086,q,3,7.32,3,9.3,3,8.97,3,9.1,3,9.4,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,5,143,Jonathan LOPEZ,ESP,4,4,46.096,NA,4,7.65,4,9.68,4,9.35,4,9.46,4,9.96,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,6,138,WU Dajing,CHN,1,3,41.663,Q,1,6.9,1,8.89,1,8.5,1,8.62,1,8.76,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,6,171,BYKANOV Vladislav,ISR,2,1,42.626,Q,2,7.07,2,9.0,2,8.56,2,8.83,2,9.17,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,6,205,Adam FILIPOWICZ,POL,3,4,43.102,q,3,7.23,3,9.08,3,8.67,3,8.92,3,9.21,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,6,170,Lavesh Karamchand VAIDYA,IND,4,2,60.506,NA,4,8.87,4,12.43,4,13.28,4,12.83,4,13.1,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,7,192,PARK Se Yeong,KOR,1,1,42.453,Q,2,6.94,1,9.02,1,8.74,1,8.81,1,8.95,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,7,196,Jekabs SAULITIS,LAT,2,2,43.322,Q,1,6.78,2,9.23,2,9.07,2,9.15,2,9.1,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,7,177,VISCARDI Davide,ITA,3,4,43.499,q,3,7.29,3,9.28,3,8.94,3,8.94,3,9.05,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,7,117,Nihad BASIC,BIH,4,3,46.505,NA,4,7.72,4,10.13,4,9.26,4,9.51,4,9.89,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,8,136,YU Jiyang,CHN,1,1,41.857,Q,1,6.77,1,8.94,1,8.58,1,8.71,1,8.86,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,8,155,SHOEBRIDGE Richard,GBR,2,4,42.119,Q,2,7.21,2,8.9,2,8.56,2,8.64,2,8.81,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,8,121,Maksim SIARHEYU,BLR,3,2,43.259,q,3,7.32,3,9.38,3,8.81,3,8.8,3,8.95,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,8,219,Jose CAVALLI,SUI,4,3,43.873,NA,4,7.35,4,9.54,4,8.87,4,8.94,4,9.18,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,9,162,Robert SEIFERT,GER,1,1,42.295,Q,1,6.85,1,9.1,1,8.64,1,8.72,1,8.99,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,9,165,Bence BERES,HUN,2,3,42.379,Q,2,7.12,2,9.03,2,8.59,2,8.67,2,8.97,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,9,114,Armstrong LAZENBY,AUS,3,4,43.589,q,3,7.21,3,9.11,3,8.86,3,9.05,3,9.36,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,9,172,Yonaton Spencer SUBIN,ISR,4,2,48.778,NA,4,7.97,4,10.21,4,9.98,4,10.14,4,10.48,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,10,202,Niels KERSTHOLT,NED,1,4,42.962,Q,4,7.39,3,9.38,2,8.66,2,8.74,1,8.8,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,10,221,BLACKBURN Mackenzie,TPE,2,2,43.002,Q,1,7.11,1,9.17,1,8.74,1,8.91,2,9.08,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,10,163,LUI Pan To Barton,HKG,3,1,53.257,ADV,2,7.28,4,9.72,4,8.68,3,15.21,3,12.37,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,10,111,JUNG Hyun Woo (Andy),AUS,NA,3,NA,PEN,3,7.3,2,9.37,3,8.94,4,16.49,NA,NA,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,11,215,Vladimir GRIGOREV,RUS,1,2,41.714,Q,2,6.94,1,8.88,1,8.52,1,8.58,1,8.8,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,11,149,FAUCONNET Thibaut,FRA,2,1,42.518,Q,1,6.84,2,9.07,2,8.53,2,8.74,2,9.34,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,11,197,Roberto PUKITIS,LAT,3,3,42.885,q,3,7.24,3,9.21,3,8.57,3,8.76,3,9.11,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,11,159,Paul HERRMANN,GER,4,4,62.399,NA,4,7.46,4,9.1,4,9.42,4,13.48,4,22.94,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,12,137,LIANG Wenhao,CHN,1,2,42.234,Q,2,6.96,2,9.03,2,8.68,1,8.77,1,8.8,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,12,112,BODA Pierre,AUS,2,1,42.494,Q,1,6.8,1,9.1,1,8.76,2,8.91,2,8.93,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,12,119,Yauheni RYZHOU,BLR,3,3,45.037,q,3,7.11,3,9.33,3,9.42,3,9.56,3,9.62,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,12,126,NASRI Klaudio,BUL,4,4,47.267,NA,4,7.69,4,9.96,4,9.85,4,9.81,4,9.96,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,13,200,Freek van der WART,NED,1,3,42.702,Q,2,7.09,2,9.05,1,8.64,1,8.9,1,9.03,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,13,188,Artur SULTANGALIYEV,KAZ,2,1,42.838,Q,1,6.92,1,9.15,2,8.78,2,8.97,2,9.02,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,13,223,EREN Menderes,TUR,3,4,44.17,q,4,7.46,4,9.44,4,8.8,3,8.91,3,9.56,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,13,140,Petr HARGAS,CZE,4,2,44.237,NA,3,7.33,3,9.36,3,8.88,4,9.04,4,9.63,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,14,217,ELISTRATOV Semen,RUS,1,1,42.041,Q,1,6.85,1,9.08,1,8.69,1,8.69,1,8.73,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,14,233,Jeff SIMON,USA,2,4,42.209,Q,2,7.07,2,9.06,2,8.63,2,8.64,2,8.81,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,14,211,Emil IMRE,ROU,3,2,45.389,q,3,7.61,3,9.56,3,9.18,3,9.4,3,9.64,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,14,123,ZASTRUGOV Daniel,BUL,4,3,46.706,NA,4,8.08,4,10.08,4,9.45,4,9.38,4,9.72,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,15,214,AN Victor,RUS,1,3,41.832,Q,3,7.11,1,8.77,1,8.44,1,8.65,1,8.87,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,15,179,Yuzo TAKAMIDO,JPN,2,1,42.39,Q,1,6.9,2,9.22,2,8.69,2,8.7,2,8.88,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,15,227,Serhiy LIFYRENKO,UKR,3,2,42.949,q,2,7.01,3,9.24,3,8.7,3,8.81,3,9.19,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,16,191,LEE Ho-Suk,KOR,1,3,43.074,Q,2,7.23,2,9.34,1,9.01,1,8.7,1,8.8,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,16,187,BEKZHANOV Aydar,KAZ,2,2,43.147,Q,3,7.32,3,9.37,3,8.99,2,8.81,2,8.66,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,16,224,Selim TANRIKULU,TUR,3,1,44.207,q,1,7.08,1,9.42,2,9.13,3,9.23,3,9.35,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,16,141,Lasse WILMS,DEN,4,4,44.926,NA,4,7.47,4,9.45,4,9.11,4,9.26,4,9.64,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,17,198,BREEUWSMA Daan,NED,1,1,42.062,Q,1,6.84,1,9.04,1,8.56,1,8.7,1,8.93,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,17,151,Paul STANLEY,GBR,2,2,42.152,Q,2,6.96,2,9.0,2,8.57,2,8.69,2,8.94,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,17,206,Sebastian KLOSINSKI,POL,3,3,43.167,q,3,7.08,3,9.14,3,8.83,3,8.96,3,9.16,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,17,118,BRANKOVIC Edin,BIH,4,4,44.443,NA,4,7.5,4,9.3,4,8.99,4,9.21,4,9.45,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,18,166,KNOCH Viktor,HUN,1,3,42.648,Q,1,6.9,1,9.06,1,8.76,1,8.85,1,9.08,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,18,139,Vojtech LOUDIN,CZE,2,2,44.028,Q,3,7.39,2,9.26,2,8.95,2,9.1,2,9.33,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,18,183,OGURO Yoshiaki,JPN,3,4,44.061,q,4,7.52,4,9.28,3,9.09,3,8.88,3,9.3,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,18,222,Necmettin Berk YETISKEN,TUR,4,1,45.182,NA,2,7.26,3,9.52,4,9.55,4,9.27,4,9.59,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,19,147,LEPAPE Sebastien,FRA,1,3,42.569,Q,1,7.25,2,9.07,2,8.59,2,8.73,1,8.93,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,19,154,Jon ELEY,GBR,2,4,42.641,Q,2,7.26,1,8.87,1,8.67,1,8.75,2,9.1,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,19,142,Alvaro PENA,ESP,3,2,45.391,NA,4,7.55,3,9.6,3,9.28,3,9.34,3,9.63,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,19,218,NG Lucas,SGP,4,1,46.461,NA,3,7.31,4,10.25,4,9.56,4,9.53,4,9.82,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,20,128,Olivier JEAN,CAN,1,1,41.737,Q,1,6.9,1,8.95,1,8.47,1,8.64,1,8.78,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,20,173,Yuri CONFORTOLA,ITA,2,3,42.494,Q,3,7.24,3,8.95,2,8.5,2,8.72,2,9.09,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,20,229,Oleksiy KOSHELENKO,UKR,3,2,43.135,q,2,7.07,2,9.04,3,8.81,3,9.01,3,9.21,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,PrePreliminaries,20,210,Istvan GAL ORAVECZ,ROU,4,4,45.128,NA,4,7.51,4,9.32,4,9.14,4,9.46,4,9.7,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,1,136,YU Jiyang,CHN,1,1,41.386,Q,1,6.69,1,8.86,1,8.49,1,8.57,1,8.78,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,1,155,SHOEBRIDGE Richard,GBR,2,2,41.518,Q,2,6.85,2,8.84,2,8.47,2,8.58,2,8.78,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,1,187,BEKZHANOV Aydar,KAZ,3,3,41.559,q,3,6.99,3,8.8,3,8.46,3,8.56,3,8.75,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,1,125,Kiril PANDOV,BUL,4,4,43.07,NA,4,7.22,4,8.95,4,8.79,4,8.93,4,9.18,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,2,127,HAMELIN Charles,CAN,1,1,40.992,Q,1,6.67,1,8.83,1,8.33,1,8.51,1,8.66,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,2,149,FAUCONNET Thibaut,FRA,2,3,41.681,Q,2,6.84,2,8.81,2,8.46,2,8.65,2,8.93,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,2,173,Yuri CONFORTOLA,ITA,3,2,41.723,q,3,7.06,3,8.85,3,8.42,3,8.62,3,8.78,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,2,163,LUI Pan To Barton,HKG,4,5,41.771,NA,4,7.2,4,8.87,4,8.43,4,8.55,4,8.73,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,2,211,Emil IMRE,ROU,5,4,44.646,NA,5,7.29,5,9.31,5,9.19,5,9.35,5,9.51,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,3,192,PARK Se Yeong,KOR,1,1,41.953,Q,1,6.87,1,9.01,1,8.58,1,8.63,1,8.87,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,3,200,Freek van der WART,NED,2,2,41.983,Q,3,7.17,2,8.96,2,8.5,2,8.6,2,8.76,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,3,197,Roberto PUKITIS,LAT,3,3,42.159,q,4,7.31,4,8.99,3,8.54,3,8.57,3,8.75,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,3,229,Oleksiy KOSHELENKO,UKR,4,4,43.259,NA,2,6.99,3,9.21,4,8.81,4,8.9,4,9.35,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,4,138,WU Dajing,CHN,1,1,41.319,Q,1,6.86,1,8.76,1,8.4,1,8.55,1,8.75,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,4,171,BYKANOV Vladislav,ISR,2,3,42.042,Q,3,7.16,3,8.9,3,8.56,2,8.54,2,8.89,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,4,112,BODA Pierre,AUS,3,2,42.18,q,2,7.01,2,8.94,2,8.56,3,8.76,3,8.91,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,4,119,Yauheni RYZHOU,BLR,4,4,42.561,NA,4,7.33,4,9.02,4,8.67,4,8.69,4,8.86,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,5,137,LIANG Wenhao,CHN,1,1,41.698,Q,1,6.84,1,8.9,1,8.42,1,8.54,1,9.0,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,5,234,Eduardo ALVAREZ,USA,2,2,41.71,Q,2,6.96,2,8.89,2,8.43,2,8.53,2,8.9,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,5,139,Vojtech LOUDIN,CZE,3,4,43.209,NA,3,7.19,3,9.13,3,8.72,3,9.01,3,9.16,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,5,121,Maksim SIARHEYU,BLR,4,3,43.258,NA,4,7.19,4,9.28,4,8.93,4,8.91,4,8.95,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,6,237,J R CELSKI,USA,1,1,41.637,Q,1,6.8,1,8.92,1,8.46,1,8.63,1,8.83,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,6,154,Jon ELEY,GBR,2,3,41.965,Q,2,6.92,2,8.91,2,8.52,2,8.73,2,8.89,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,6,179,Yuzo TAKAMIDO,JPN,3,2,42.7,q,3,7.11,3,9.07,3,8.68,3,8.81,3,9.03,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,6,224,Selim TANRIKULU,TUR,4,4,43.954,NA,4,7.27,4,9.26,4,8.93,4,9.06,4,9.44,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,7,162,Robert SEIFERT,GER,1,1,42.239,Q,1,6.72,1,8.9,1,8.57,1,8.89,1,9.16,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,7,180,Satoshi SAKASHITA,JPN,2,4,42.387,Q,4,7.18,3,9.12,3,8.65,2,8.57,2,8.87,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,7,206,Sebastian KLOSINSKI,POL,3,3,42.696,q,2,6.83,2,9.02,2,8.78,3,8.94,3,9.13,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,7,202,Niels KERSTHOLT,NED,4,2,78.552,NA,3,7.1,4,22.94,4,21.7,4,13.43,4,13.39,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,8,217,ELISTRATOV Semen,RUS,1,1,42.233,Q,1,6.81,1,9.05,1,8.7,1,8.79,1,8.89,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,8,174,Anthony LOBELLO,ITA,2,2,42.521,Q,2,7.01,2,9.08,2,8.69,2,8.8,2,8.95,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,8,169,LIU Shaolin Sandor,HUN,3,4,42.626,q,4,7.28,4,9.13,3,8.55,3,8.73,3,8.94,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,8,114,Armstrong LAZENBY,AUS,4,3,43.534,NA,3,7.16,3,9.23,4,8.9,4,8.98,4,9.27,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,9,214,AN Victor,RUS,1,1,41.42,Q,1,6.76,1,8.76,1,8.43,1,8.57,1,8.9,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,9,221,BLACKBURN Mackenzie,TPE,2,3,42.021,Q,3,7.08,3,8.83,3,8.55,2,8.58,2,8.99,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,9,151,Paul STANLEY,GBR,3,2,42.272,q,2,6.95,2,8.8,2,8.58,3,8.87,3,9.08,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,9,209,Dawid RZEMIENIECKI,POL,4,4,44.184,NA,4,7.31,4,9.22,4,9.0,4,9.21,4,9.45,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,10,147,LEPAPE Sebastien,FRA,1,1,42.548,Q,1,6.98,1,9.12,1,8.64,1,8.81,1,9.0,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,10,166,KNOCH Viktor,HUN,2,2,42.937,Q,4,7.15,4,9.45,4,8.69,4,8.76,2,8.89,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,10,205,Adam FILIPOWICZ,POL,3,4,43.116,q,2,7.09,2,9.18,2,8.74,2,8.87,3,9.24,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,10,227,Serhiy LIFYRENKO,UKR,4,3,43.24,NA,3,7.12,3,9.3,3,8.77,3,8.75,4,9.3,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,11,215,Vladimir GRIGOREV,RUS,1,1,41.539,Q,1,6.73,1,8.81,1,8.55,1,8.65,1,8.8,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,11,165,Bence BERES,HUN,2,2,42.092,Q,2,7.02,2,8.96,2,8.55,2,8.67,2,8.9,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,11,185,ZHUMAGAZIYEV Nurbergen,KAZ,3,3,42.25,q,3,7.15,3,8.96,3,8.53,3,8.67,3,8.94,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,11,223,EREN Menderes,TUR,4,4,44.543,NA,4,7.44,4,9.26,4,9.03,4,9.23,4,9.59,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,12,198,BREEUWSMA Daan,NED,1,1,42.231,Q,1,6.89,1,8.93,1,8.62,1,8.8,1,9.0,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,12,191,LEE Ho-Suk,KOR,2,2,42.399,Q,3,7.11,3,8.96,3,8.73,2,8.75,2,8.85,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,12,177,VISCARDI Davide,ITA,3,4,43.162,NA,4,7.3,4,9.04,4,8.78,4,8.84,3,9.21,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,12,196,Jekabs SAULITIS,LAT,NA,3,NA,PEN,2,6.98,2,9.01,2,8.79,3,9.09,NA,NA,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,13,132,COURNOYER Charle,CAN,1,1,42.035,Q,1,6.77,1,9.0,1,8.6,1,8.76,1,8.91,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,13,150,Jeremy MASSON,FRA,2,2,42.653,Q,2,6.91,2,8.99,2,8.7,2,8.86,2,9.2,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,13,204,Blake SKJELLERUP,NZL,3,3,42.898,q,3,7.09,3,9.04,3,8.74,3,8.91,3,9.12,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,13,157,SCHUBERT Christoph,GER,4,4,44.257,NA,4,7.45,4,9.25,4,8.89,4,9.14,4,9.53,2013.87
2013/2014,World Cup,Kolomna,RUS,2013,11,14,Preliminaries,14,128,Olivier JEAN,CAN,1,1,41.786,Q,1,6.87,1,8.95,1,8.52,1,8.65,1,8.8,2013.87
